,date_game,game_location,game_result,losses,opp_name,opp_pts,overtimes,pts,wins,school_name
32,"Wed, Mar 14, 2018",@,W,17,South Dakota,77,,90,16,North Texas
33,"Mon, Mar 19, 2018",,W,17,Mercer,67,,96,17,North Texas
34,"Wed, Mar 21, 2018",,W,17,Jacksonville State,68,,90,18,North Texas
35,"Mon, Mar 26, 2018",@,L,18,San Francisco,72,,62,18,North Texas
36,"Wed, Mar 28, 2018",,W,18,San Francisco,55,,69,19,North Texas
37,"Fri, Mar 30, 2018",,W,18,San Francisco,77,,88,20,North Texas
0,"Fri, Nov 10, 2017",@,W,0,Boston University,59,,65,1,Northeastern
1,"Sun, Nov 12, 2017",,W,0,Wentworth,49,,83,2,Northeastern
2,"Fri, Nov 17, 2017",@,L,1,Stanford,73,,59,2,Northeastern
3,"Sun, Nov 19, 2017",@,L,2,Ohio State,80,,55,2,Northeastern
4,"Fri, Nov 24, 2017",N,L,3,Utah State,71,,67,2,Northeastern
5,"Sat, Nov 25, 2017",N,L,4,Furman,78,,67,2,Northeastern
6,"Thu, Nov 30, 2017",,W,4,Harvard,61,,77,3,Northeastern
7,"Sat, Dec 2, 2017",,W,4,Cornell,66,,84,4,Northeastern
8,"Tue, Dec 5, 2017",,W,4,Bucknell,64,,82,5,Northeastern
9,"Sat, Dec 9, 2017",,W,4,Vermont,67,,71,6,Northeastern
10,"Mon, Dec 18, 2017",@,W,4,Kent State,69,,81,7,Northeastern
11,"Wed, Dec 20, 2017",@,L,5,St. Bonaventure,84,,65,7,Northeastern
12,"Sat, Dec 30, 2017",@,W,5,James Madison,70,,81,8,Northeastern
13,"Tue, Jan 2, 2018",,L,6,Hofstra,71,,70,8,Northeastern
14,"Fri, Jan 5, 2018",,W,6,Elon,60,,72,9,Northeastern
15,"Sun, Jan 7, 2018",,W,6,James Madison,67,,80,10,Northeastern
16,"Thu, Jan 11, 2018",@,L,7,College of Charleston,82,,66,10,Northeastern
17,"Sat, Jan 13, 2018",@,W,7,North Carolina-Wilmington,77,OT,81,11,Northeastern
18,"Thu, Jan 18, 2018",@,W,7,William & Mary,70,,90,12,Northeastern
19,"Sat, Jan 20, 2018",,W,7,Delaware,64,,76,13,Northeastern
20,"Thu, Jan 25, 2018",@,W,7,Hofstra,67,,81,14,Northeastern
21,"Sat, Jan 27, 2018",@,L,8,Drexel,68,,67,14,Northeastern
22,"Thu, Feb 1, 2018",,L,9,College of Charleston,69,,64,14,Northeastern
23,"Sat, Feb 3, 2018",,W,9,North Carolina-Wilmington,100,OT,107,15,Northeastern
24,"Thu, Feb 8, 2018",@,W,9,Delaware,67,,70,16,Northeastern
25,"Sat, Feb 10, 2018",@,W,9,Towson,62,,77,17,Northeastern
26,"Thu, Feb 15, 2018",,W,9,Drexel,69,,75,18,Northeastern
27,"Sat, Feb 17, 2018",,W,9,William & Mary,67,,69,19,Northeastern
28,"Thu, Feb 22, 2018",,W,9,Towson,75,,80,20,Northeastern
29,"Sat, Feb 24, 2018",@,W,9,Elon,59,,81,21,Northeastern
30,"Sun, Mar 4, 2018",N,W,9,Delaware,50,,74,22,Northeastern
31,"Mon, Mar 5, 2018",N,W,9,North Carolina-Wilmington,52,,79,23,Northeastern
32,"Tue, Mar 6, 2018",N,L,10,College of Charleston,83,OT,76,23,Northeastern
0,"Fri, Nov 10, 2017",@,L,1,Arizona,101,,67,0,Northern Arizona
1,"Mon, Nov 13, 2017",,L,2,Embry-Riddle Aeronautical University,82,,70,0,Northern Arizona
2,"Fri, Nov 17, 2017",@,L,3,Arizona State,97,,62,0,Northern Arizona
3,"Mon, Nov 20, 2017",@,L,4,Kansas State,80,,58,0,Northern Arizona
4,"Thu, Nov 23, 2017",N,L,5,Hampton,76,,66,0,Northern Arizona
5,"Fri, Nov 24, 2017",N,L,6,UC-Irvine,77,,71,0,Northern Arizona
6,"Thu, Nov 30, 2017",@,L,7,Santa Clara,89,,57,0,Northern Arizona
7,"Sat, Dec 2, 2017",@,W,7,Cal State Bakersfield,52,,60,1,Northern Arizona
8,"Wed, Dec 6, 2017",,W,7,San Diego Christian,70,,79,2,Northern Arizona
9,"Sat, Dec 9, 2017",@,L,8,San Diego,79,,51,2,Northern Arizona
10,"Thu, Dec 14, 2017",,L,9,South Dakota,90,,77,2,Northern Arizona
11,"Mon, Dec 18, 2017",@,L,10,South Florida,70,,56,2,Northern Arizona
12,"Wed, Dec 20, 2017",@,W,10,Jacksonville,72,,83,3,Northern Arizona
13,"Thu, Dec 28, 2017",,L,11,Montana,87,,69,3,Northern Arizona
14,"Sat, Dec 30, 2017",,L,12,Montana State,76,OT,73,3,Northern Arizona
15,"Thu, Jan 4, 2018",@,L,13,Weber State,95,,55,3,Northern Arizona
16,"Sat, Jan 6, 2018",@,L,14,Idaho State,64,,60,3,Northern Arizona
17,"Sat, Jan 13, 2018",@,L,15,Southern Utah,81,,75,3,Northern Arizona
18,"Thu, Jan 18, 2018",,L,16,Eastern Washington,81,,76,3,Northern Arizona
19,"Sat, Jan 20, 2018",,L,17,Idaho,84,,80,3,Northern Arizona
20,"Thu, Jan 25, 2018",@,W,17,Montana State,75,,77,4,Northern Arizona
21,"Sat, Jan 27, 2018",@,L,18,Montana,82,,64,4,Northern Arizona
22,"Thu, Feb 1, 2018",,L,19,Idaho State,63,,61,4,Northern Arizona
23,"Sat, Feb 3, 2018",,L,20,Weber State,87,,55,4,Northern Arizona
24,"Sat, Feb 10, 2018",,L,21,Southern Utah,63,,54,4,Northern Arizona
25,"Thu, Feb 15, 2018",@,L,22,Northern Colorado,95,,60,4,Northern Arizona
26,"Sat, Feb 17, 2018",@,L,23,North Dakota,86,OT,81,4,Northern Arizona
27,"Thu, Feb 22, 2018",,W,23,Sacramento State,53,,58,5,Northern Arizona
28,"Sat, Feb 24, 2018",,L,24,Portland State,72,,66,5,Northern Arizona
29,"Thu, Mar 1, 2018",@,L,25,Idaho,66,,52,5,Northern Arizona
30,"Sat, Mar 3, 2018",@,L,26,Eastern Washington,85,,68,5,Northern Arizona
31,"Tue, Mar 6, 2018",N,L,27,Northern Colorado,82,,59,5,Northern Arizona
0,"Fri, Nov 10, 2017",@,L,1,Colorado,66,,51,0,Northern Colorado
1,"Mon, Nov 13, 2017",,L,2,UC-Davis,74,,59,0,Northern Colorado
2,"Fri, Nov 17, 2017",@,W,2,Pepperdine,82,,84,1,Northern Colorado
3,"Tue, Nov 21, 2017",,W,2,Northern New Mexico,62,,97,2,Northern Colorado
4,"Fri, Nov 24, 2017",N,W,2,Youngstown State,67,,80,3,Northern Colorado
5,"Sat, Nov 25, 2017",N,W,2,South Dakota,62,,63,4,Northern Colorado
6,"Sun, Nov 26, 2017",N,W,2,Southern Mississippi,63,,77,5,Northern Colorado
7,"Wed, Nov 29, 2017",@,L,3,UC-Davis,56,,51,5,Northern Colorado
8,"Sun, Dec 3, 2017",,W,3,Western State,75,,87,6,Northern Colorado
9,"Sun, Dec 10, 2017",,W,3,Panhandle State,53,,104,7,Northern Colorado
10,"Wed, Dec 13, 2017",,W,3,Denver,63,,83,8,Northern Colorado
11,"Tue, Dec 19, 2017",@,W,3,Wyoming,84,,91,9,Northern Colorado
12,"Fri, Dec 22, 2017",@,L,4,Nevada-Las Vegas,94,,91,9,Northern Colorado
13,"Fri, Dec 29, 2017",,W,4,Eastern Washington,75,,88,10,Northern Colorado
14,"Sun, Dec 31, 2017",,W,4,Idaho,77,,81,11,Northern Colorado
15,"Thu, Jan 4, 2018",@,L,5,Montana State,76,,64,11,Northern Colorado
16,"Sat, Jan 6, 2018",@,L,6,Montana,89,,80,11,Northern Colorado
17,"Thu, Jan 11, 2018",,L,7,Weber State,78,,74,11,Northern Colorado
18,"Sat, Jan 13, 2018",,W,7,Idaho State,80,,94,12,Northern Colorado
19,"Sat, Jan 20, 2018",,W,7,North Dakota,91,OT,94,13,Northern Colorado
20,"Thu, Jan 25, 2018",@,W,7,Idaho,63,,80,14,Northern Colorado
21,"Sat, Jan 27, 2018",@,L,8,Eastern Washington,67,,65,14,Northern Colorado
22,"Thu, Feb 1, 2018",,L,9,Montana,88,,79,14,Northern Colorado
23,"Sat, Feb 3, 2018",,W,9,Montana State,63,,86,15,Northern Colorado
24,"Thu, Feb 8, 2018",@,W,9,Idaho State,82,,85,16,Northern Colorado
25,"Sat, Feb 10, 2018",@,L,10,Weber State,71,OT,66,16,Northern Colorado
26,"Thu, Feb 15, 2018",,W,10,Northern Arizona,60,,95,17,Northern Colorado
27,"Sat, Feb 17, 2018",,W,10,Southern Utah,80,,97,18,Northern Colorado
28,"Sat, Feb 24, 2018",@,W,10,North Dakota,66,,79,19,Northern Colorado
29,"Thu, Mar 1, 2018",@,W,10,Portland State,78,,85,20,Northern Colorado
30,"Sat, Mar 3, 2018",@,L,11,Sacramento State,88,,77,20,Northern Colorado
31,"Tue, Mar 6, 2018",N,W,11,Northern Arizona,59,,82,21,Northern Colorado
32,"Thu, Mar 8, 2018",N,W,11,Weber State,55,,80,22,Northern Colorado
33,"Fri, Mar 9, 2018",N,L,12,Montana,91,OT,89,22,Northern Colorado
34,"Sun, Mar 18, 2018",,W,12,Drake,72,,81,23,Northern Colorado
35,"Wed, Mar 21, 2018",@,W,12,San Diego,75,,86,24,Northern Colorado
36,"Wed, Mar 28, 2018",,W,12,Sam Houston State,80,,99,25,Northern Colorado
37,"Fri, Mar 30, 2018",,W,12,Illinois-Chicago,71,,76,26,Northern Colorado
0,"Tue, Nov 14, 2017",,W,0,Green Bay,65,,85,1,Northern Illinois
1,"Thu, Nov 16, 2017",,W,0,St. Francis,60,,70,2,Northern Illinois
2,"Mon, Nov 20, 2017",N,L,1,Pennsylvania,93,,80,2,Northern Illinois
3,"Tue, Nov 21, 2017",N,L,2,Florida Atlantic,77,,67,2,Northern Illinois
4,"Wed, Nov 22, 2017",N,W,2,Manhattan,68,,70,3,Northern Illinois
5,"Sun, Nov 26, 2017",,W,2,Rockford,53,,105,4,Northern Illinois
6,"Wed, Nov 29, 2017",,L,3,Milwaukee,75,,62,4,Northern Illinois
7,"Sat, Dec 2, 2017",@,W,3,Chicago State,77,,95,5,Northern Illinois
8,"Mon, Dec 4, 2017",@,L,4,Iowa State,94,,80,5,Northern Illinois
9,"Sat, Dec 9, 2017",,W,4,Central Connecticut State,55,,61,6,Northern Illinois
10,"Mon, Dec 18, 2017",@,L,5,Marquette,79,,70,6,Northern Illinois
11,"Thu, Dec 21, 2017",,W,5,Illinois-Chicago,63,,69,7,Northern Illinois
12,"Fri, Dec 29, 2017",@,L,6,Iowa,98,,75,7,Northern Illinois
13,"Tue, Jan 2, 2018",,W,6,Kent State,61,,75,8,Northern Illinois
14,"Sat, Jan 6, 2018",@,L,7,Ohio,78,,68,8,Northern Illinois
15,"Tue, Jan 9, 2018",@,L,8,Bowling Green State,66,,57,8,Northern Illinois
16,"Sat, Jan 13, 2018",,W,8,Eastern Michigan,66,,72,9,Northern Illinois
17,"Tue, Jan 16, 2018",@,L,9,Buffalo,95,,67,9,Northern Illinois
18,"Sat, Jan 20, 2018",@,L,10,Akron,82,,67,9,Northern Illinois
19,"Tue, Jan 23, 2018",,W,10,Bowling Green State,62,,93,10,Northern Illinois
20,"Sat, Jan 27, 2018",@,L,11,Western Michigan,79,,72,10,Northern Illinois
21,"Tue, Jan 30, 2018",@,L,12,Central Michigan,81,,67,10,Northern Illinois
22,"Sat, Feb 3, 2018",,L,13,Miami,81,,65,10,Northern Illinois
23,"Tue, Feb 6, 2018",@,L,14,Toledo,82,,77,10,Northern Illinois
24,"Sat, Feb 10, 2018",,W,14,Buffalo,88,OT,90,11,Northern Illinois
25,"Tue, Feb 13, 2018",,L,15,Central Michigan,80,,72,11,Northern Illinois
26,"Sat, Feb 17, 2018",,W,15,Western Michigan,67,,75,12,Northern Illinois
27,"Tue, Feb 20, 2018",@,L,16,Ball State,77,,68,12,Northern Illinois
28,"Sat, Feb 24, 2018",@,L,17,Eastern Michigan,82,,53,12,Northern Illinois
29,"Tue, Feb 27, 2018",,L,18,Toledo,97,,67,12,Northern Illinois
30,"Fri, Mar 2, 2018",,W,18,Ball State,65,,66,13,Northern Illinois
31,"Mon, Mar 5, 2018",@,L,19,Kent State,61,,59,13,Northern Illinois
0,"Fri, Nov 10, 2017",@,L,1,North Carolina,86,,69,0,Northern Iowa
1,"Mon, Nov 13, 2017",,W,1,Alcorn State,45,,73,1,Northern Iowa
2,"Wed, Nov 15, 2017",,W,1,Wartburg,43,,72,2,Northern Iowa
3,"Sat, Nov 18, 2017",,W,1,Chicago State,44,,82,3,Northern Iowa
4,"Wed, Nov 22, 2017",N,W,1,Southern Methodist,58,,61,4,Northern Iowa
5,"Thu, Nov 23, 2017",N,W,1,North Carolina State,60,,64,5,Northern Iowa
6,"Fri, Nov 24, 2017",N,L,2,Villanova,64,,50,5,Northern Iowa
7,"Wed, Nov 29, 2017",,W,2,Nevada-Las Vegas,68,OT,77,6,Northern Iowa
8,"Thu, Dec 7, 2017",,W,2,Texas-Arlington,58,,62,7,Northern Iowa
9,"Sun, Dec 10, 2017",,W,2,Dubuque,47,,80,8,Northern Iowa
10,"Sat, Dec 16, 2017",N,L,3,Iowa State,76,,65,8,Northern Iowa
11,"Fri, Dec 22, 2017",,L,4,Xavier,77,,67,8,Northern Iowa
12,"Thu, Dec 28, 2017",,L,5,Southern Illinois,56,,53,8,Northern Iowa
13,"Sun, Dec 31, 2017",@,L,6,Bradley,72,,53,8,Northern Iowa
14,"Thu, Jan 4, 2018",@,L,7,Missouri State,62,,55,8,Northern Iowa
15,"Sun, Jan 7, 2018",,L,8,Loyola,56,,50,8,Northern Iowa
16,"Wed, Jan 10, 2018",@,L,9,Indiana State,69,,67,8,Northern Iowa
17,"Sat, Jan 13, 2018",,W,9,Valparaiso,76,,81,9,Northern Iowa
18,"Tue, Jan 16, 2018",,W,9,Drake,54,,68,10,Northern Iowa
19,"Sun, Jan 21, 2018",@,L,10,Southern Illinois,64,,53,10,Northern Iowa
20,"Wed, Jan 24, 2018",,W,10,Illinois State,72,,83,11,Northern Iowa
21,"Sun, Jan 28, 2018",@,L,11,Loyola,70,,47,11,Northern Iowa
22,"Wed, Jan 31, 2018",@,L,12,Evansville,57,,49,11,Northern Iowa
23,"Sat, Feb 3, 2018",,L,13,Indiana State,77,,66,11,Northern Iowa
24,"Wed, Feb 7, 2018",,W,13,Bradley,65,,74,12,Northern Iowa
25,"Sat, Feb 10, 2018",@,L,14,Drake,71,,64,12,Northern Iowa
26,"Tue, Feb 13, 2018",,W,14,Evansville,41,,47,13,Northern Iowa
27,"Sat, Feb 17, 2018",@,L,15,Illinois State,79,,75,13,Northern Iowa
28,"Tue, Feb 20, 2018",@,W,15,Valparaiso,63,,68,14,Northern Iowa
29,"Sat, Feb 24, 2018",,W,15,Missouri State,56,,71,15,Northern Iowa
30,"Thu, Mar 1, 2018",N,W,15,Evansville,50,,60,16,Northern Iowa
31,"Fri, Mar 2, 2018",N,L,16,Loyola,54,,50,16,Northern Iowa
0,"Fri, Nov 10, 2017",,W,0,East Tennessee State,63,,81,1,Northern Kentucky
1,"Sun, Nov 12, 2017",,W,0,Wilmington,65,,93,2,Northern Kentucky
2,"Fri, Nov 17, 2017",N,W,0,James Madison,78,,87,3,Northern Kentucky
3,"Sat, Nov 18, 2017",N,W,0,Iona,72,,85,4,Northern Kentucky
4,"Sun, Nov 19, 2017",N,L,1,Vermont,66,,64,4,Northern Kentucky
5,"Sat, Nov 25, 2017",@,L,2,Memphis,76,,74,4,Northern Kentucky
6,"Wed, Nov 29, 2017",,W,2,Berea,33,,112,5,Northern Kentucky
7,"Sat, Dec 2, 2017",,W,2,Morehead State,49,,86,6,Northern Kentucky
8,"Wed, Dec 6, 2017",@,L,3,East Tennessee State,84,,71,6,Northern Kentucky
9,"Sun, Dec 10, 2017",,W,3,Eastern Kentucky,63,,91,7,Northern Kentucky
10,"Sun, Dec 17, 2017",@,L,4,Maryland-Baltimore County,76,,75,7,Northern Kentucky
11,"Tue, Dec 19, 2017",@,L,5,Texas A&M,64,,58,7,Northern Kentucky
12,"Thu, Dec 28, 2017",,W,5,IUPUI,59,,77,8,Northern Kentucky
13,"Sat, Dec 30, 2017",,W,5,Illinois-Chicago,51,,86,9,Northern Kentucky
14,"Fri, Jan 5, 2018",@,W,5,Oakland,83,,87,10,Northern Kentucky
15,"Sun, Jan 7, 2018",@,W,5,Detroit Mercy,54,,56,11,Northern Kentucky
16,"Thu, Jan 11, 2018",,L,6,Wright State,84,,81,11,Northern Kentucky
17,"Mon, Jan 15, 2018",,W,6,Cleveland State,55,,70,12,Northern Kentucky
18,"Thu, Jan 18, 2018",@,W,6,Milwaukee,64,,91,13,Northern Kentucky
19,"Sat, Jan 20, 2018",@,W,6,Green Bay,65,,77,14,Northern Kentucky
20,"Fri, Jan 26, 2018",,L,7,Oakland,83,,70,14,Northern Kentucky
21,"Sun, Jan 28, 2018",,W,7,Detroit Mercy,44,,72,15,Northern Kentucky
22,"Thu, Feb 1, 2018",@,W,7,Youngstown State,85,,95,16,Northern Kentucky
23,"Sat, Feb 3, 2018",@,W,7,Cleveland State,61,,78,17,Northern Kentucky
24,"Thu, Feb 8, 2018",,W,7,Milwaukee,52,,54,18,Northern Kentucky
25,"Sat, Feb 10, 2018",,W,7,Green Bay,80,,86,19,Northern Kentucky
26,"Fri, Feb 16, 2018",@,L,8,Wright State,69,,67,19,Northern Kentucky
27,"Mon, Feb 19, 2018",,W,8,Youngstown State,51,,70,20,Northern Kentucky
28,"Fri, Feb 23, 2018",@,W,8,Illinois-Chicago,72,,79,21,Northern Kentucky
29,"Sun, Feb 25, 2018",@,W,8,IUPUI,56,,75,22,Northern Kentucky
30,"Sat, Mar 3, 2018",N,L,9,Cleveland State,89,,80,22,Northern Kentucky
31,"Tue, Mar 13, 2018",@,L,10,Louisville,66,,58,22,Northern Kentucky
0,"Fri, Nov 10, 2017",@,L,1,Texas,105,,59,0,Northwestern State
1,"Sun, Nov 12, 2017",,L,2,LeTourneau,99,,84,0,Northwestern State
2,"Wed, Nov 15, 2017",@,L,3,Southern Methodist,81,,35,0,Northwestern State
3,"Fri, Nov 17, 2017",,L,4,Rice,87,,65,0,Northwestern State
4,"Tue, Nov 21, 2017",@,W,4,Louisiana-Monroe,61,,76,1,Northwestern State
5,"Fri, Nov 24, 2017",@,L,5,Colorado State,72,,60,1,Northwestern State
6,"Wed, Nov 29, 2017",,W,5,Lyon,56,,67,2,Northwestern State
7,"Sat, Dec 9, 2017",@,W,5,Louisiana College,58,,88,3,Northwestern State
8,"Sat, Dec 16, 2017",N,L,6,Louisiana State-Shreveport,85,,84,3,Northwestern State
9,"Tue, Dec 19, 2017",@,L,7,Oklahoma,105,,68,3,Northwestern State
10,"Wed, Dec 20, 2017",@,L,8,Utah,84,,62,3,Northwestern State
11,"Thu, Dec 28, 2017",@,L,9,Nicholls State,87,,46,3,Northwestern State
12,"Sat, Dec 30, 2017",@,L,10,McNeese State,72,,63,3,Northwestern State
13,"Wed, Jan 3, 2018",@,L,11,Texas A&M-Corpus Christi,67,,65,3,Northwestern State
14,"Sat, Jan 6, 2018",,L,12,Stephen F. Austin,64,,56,3,Northwestern State
15,"Sat, Jan 13, 2018",,L,13,Abilene Christian,69,,58,3,Northwestern State
16,"Wed, Jan 17, 2018",@,L,14,Sam Houston State,75,,52,3,Northwestern State
17,"Sat, Jan 20, 2018",@,L,15,Southeastern Louisiana,85,,58,3,Northwestern State
18,"Wed, Jan 24, 2018",,L,16,New Orleans,73,,67,3,Northwestern State
19,"Sat, Jan 27, 2018",,L,17,Central Arkansas,95,,78,3,Northwestern State
20,"Wed, Jan 31, 2018",@,L,18,New Orleans,82,,64,3,Northwestern State
21,"Sat, Feb 3, 2018",,L,19,McNeese State,75,,62,3,Northwestern State
22,"Wed, Feb 7, 2018",,L,20,Lamar,79,,75,3,Northwestern State
23,"Sat, Feb 10, 2018",@,L,21,Stephen F. Austin,97,,50,3,Northwestern State
24,"Wed, Feb 14, 2018",,L,22,Houston Baptist,77,,70,3,Northwestern State
25,"Wed, Feb 21, 2018",@,W,22,Incarnate Word,54,,66,4,Northwestern State
26,"Sat, Feb 24, 2018",,L,23,Southeastern Louisiana,86,,62,4,Northwestern State
27,"Wed, Feb 28, 2018",,L,24,Nicholls State,73,,70,4,Northwestern State
28,"Sat, Mar 3, 2018",@,L,25,Central Arkansas,61,,58,4,Northwestern State
0,"Fri, Nov 10, 2017",,W,0,Loyola,75,,79,1,Northwestern
1,"Mon, Nov 13, 2017",,W,0,Saint Peter's,66,,75,2,Northwestern
2,"Wed, Nov 15, 2017",,L,1,Creighton,92,,88,2,Northwestern
