,date_game,game_location,game_result,losses,opp_name,opp_pts,overtimes,pts,wins,school_name
5,"Sat, Nov 25, 2017",,W,4,Georgian Court,55,,68,2,Delaware State
6,"Mon, Nov 27, 2017",@,L,5,Troy,95,,64,2,Delaware State
7,"Wed, Nov 29, 2017",,L,6,Binghamton,85,,64,2,Delaware State
8,"Sat, Dec 2, 2017",@,L,7,East Carolina,63,,57,2,Delaware State
9,"Wed, Dec 6, 2017",,L,8,Maryland-Baltimore County,81,,60,2,Delaware State
10,"Sat, Dec 9, 2017",@,L,9,Duquesne,97,,48,2,Delaware State
11,"Sun, Dec 17, 2017",,L,10,Delaware,68,OT,59,2,Delaware State
12,"Tue, Dec 19, 2017",@,L,11,Pittsburgh,74,,68,2,Delaware State
13,"Fri, Dec 22, 2017",@,L,12,Nebraska,85,,68,2,Delaware State
14,"Wed, Dec 27, 2017",@,L,13,Pennsylvania,105,,52,2,Delaware State
15,"Wed, Jan 3, 2018",,L,14,North Carolina Central,65,,62,2,Delaware State
16,"Sat, Jan 6, 2018",,L,15,South Carolina State,63,,60,2,Delaware State
17,"Mon, Jan 8, 2018",,L,16,North Carolina A&T,76,,66,2,Delaware State
18,"Fri, Jan 12, 2018",@,L,17,Hampton,78,,56,2,Delaware State
19,"Mon, Jan 15, 2018",@,L,18,Florida A&M,94,2OT,89,2,Delaware State
20,"Sat, Jan 20, 2018",,L,19,Bethune-Cookman,85,,78,2,Delaware State
21,"Mon, Jan 22, 2018",@,L,20,Morgan State,61,,47,2,Delaware State
22,"Sat, Jan 27, 2018",,L,21,Savannah State,106,,86,2,Delaware State
23,"Sat, Feb 3, 2018",@,L,22,North Carolina Central,72,,61,2,Delaware State
24,"Mon, Feb 5, 2018",@,L,23,North Carolina A&T,54,,51,2,Delaware State
25,"Mon, Feb 12, 2018",@,L,24,Norfolk State,93,,58,2,Delaware State
26,"Sat, Feb 17, 2018",,L,25,Florida A&M,66,,63,2,Delaware State
27,"Mon, Feb 19, 2018",,W,25,Coppin State,51,,69,3,Delaware State
28,"Sat, Feb 24, 2018",@,L,26,Howard,93,,74,3,Delaware State
29,"Mon, Feb 26, 2018",@,L,27,Maryland-Eastern Shore,59,,47,3,Delaware State
30,"Thu, Mar 1, 2018",,W,27,Morgan State,80,,87,4,Delaware State
31,"Mon, Mar 5, 2018",N,L,28,North Carolina A&T,62,OT,61,4,Delaware State
0,"Fri, Nov 10, 2017",@,W,0,Richmond,63,,76,1,Delaware
1,"Tue, Nov 14, 2017",@,L,1,Bradley,61,,53,1,Delaware
2,"Fri, Nov 17, 2017",,W,1,Wesley,78,,93,2,Delaware
3,"Mon, Nov 20, 2017",@,L,2,North Carolina-Greensboro,79,,66,2,Delaware
4,"Tue, Nov 21, 2017",N,W,2,North Carolina Wesleyan,70,,88,3,Delaware
5,"Wed, Nov 22, 2017",N,W,2,Longwood,57,,65,4,Delaware
6,"Mon, Nov 27, 2017",,L,3,Yale,76,,66,4,Delaware
7,"Fri, Dec 1, 2017",@,L,4,Navy,82,,76,4,Delaware
8,"Wed, Dec 6, 2017",,L,5,Buffalo,75,,72,4,Delaware
9,"Sat, Dec 9, 2017",,L,6,Notre Dame,92,,68,4,Delaware
10,"Sun, Dec 17, 2017",@,W,6,Delaware State,59,OT,68,5,Delaware
11,"Wed, Dec 20, 2017",,W,6,Cal State Bakersfield,62,,76,6,Delaware
12,"Thu, Dec 28, 2017",,W,6,Cornell,96,OT,97,7,Delaware
13,"Sat, Dec 30, 2017",@,W,6,North Carolina-Wilmington,56,,58,8,Delaware
14,"Tue, Jan 2, 2018",@,L,7,College of Charleston,93,,78,8,Delaware
15,"Fri, Jan 5, 2018",,L,8,William & Mary,90,,65,8,Delaware
16,"Sun, Jan 7, 2018",,W,8,North Carolina-Wilmington,76,,96,9,Delaware
17,"Thu, Jan 11, 2018",,W,8,Drexel,66,,72,10,Delaware
18,"Sat, Jan 13, 2018",@,W,8,James Madison,60,,61,11,Delaware
19,"Thu, Jan 18, 2018",@,L,9,Hofstra,90,,63,11,Delaware
20,"Sat, Jan 20, 2018",@,L,10,Northeastern,76,,64,11,Delaware
21,"Thu, Jan 25, 2018",,L,11,College of Charleston,62,,54,11,Delaware
22,"Sat, Jan 27, 2018",,L,12,Hofstra,64,,59,11,Delaware
23,"Thu, Feb 1, 2018",,L,13,Towson,75,,71,11,Delaware
24,"Sat, Feb 3, 2018",@,L,14,Elon,89,,76,11,Delaware
25,"Thu, Feb 8, 2018",,L,15,Northeastern,70,,67,11,Delaware
26,"Sat, Feb 10, 2018",@,L,16,William & Mary,83,,66,11,Delaware
27,"Thu, Feb 15, 2018",@,L,17,Towson,67,,65,11,Delaware
28,"Sat, Feb 17, 2018",,W,17,Elon,57,,72,12,Delaware
29,"Thu, Feb 22, 2018",@,L,18,Drexel,85,,83,12,Delaware
30,"Sat, Feb 24, 2018",,W,18,James Madison,66,,68,13,Delaware
31,"Sat, Mar 3, 2018",N,W,18,Elon,79,,86,14,Delaware
32,"Sun, Mar 4, 2018",N,L,19,Northeastern,74,,50,14,Delaware
0,"Sun, Nov 12, 2017",,L,1,UC-Irvine,83,,69,0,Denver
1,"Tue, Nov 14, 2017",@,L,2,Colorado,89,,62,0,Denver
2,"Thu, Nov 16, 2017",,W,2,Johnson & Wales,59,,91,1,Denver
3,"Fri, Nov 24, 2017",@,L,3,Florida Gulf Coast,79,,71,1,Denver
4,"Sat, Nov 25, 2017",N,W,3,St. Francis,50,,60,2,Denver
5,"Sun, Nov 26, 2017",N,L,4,Navy,79,,71,2,Denver
6,"Wed, Nov 29, 2017",,W,4,Wyoming,78,,88,3,Denver
7,"Sat, Dec 2, 2017",,L,5,Air Force,61,,59,3,Denver
8,"Tue, Dec 5, 2017",,W,5,San Jose State,56,,58,4,Denver
9,"Sat, Dec 9, 2017",,W,5,South Carolina Upstate,69,,84,5,Denver
10,"Wed, Dec 13, 2017",@,L,6,Northern Colorado,83,,63,5,Denver
11,"Fri, Dec 15, 2017",@,L,7,Stanford,75,,62,5,Denver
12,"Mon, Dec 18, 2017",@,L,8,Montana State,79,,65,5,Denver
13,"Thu, Dec 28, 2017",,W,8,Colorado Mesa,60,,106,6,Denver
14,"Sat, Dec 30, 2017",@,L,9,South Dakota,82,,71,6,Denver
15,"Sat, Jan 6, 2018",,L,10,Fort Wayne,82,,63,6,Denver
16,"Thu, Jan 11, 2018",@,W,10,North Dakota State,61,,67,7,Denver
17,"Sat, Jan 13, 2018",@,L,11,South Dakota State,94,,72,7,Denver
18,"Thu, Jan 18, 2018",@,L,12,Omaha,86,2OT,80,7,Denver
19,"Sat, Jan 20, 2018",@,W,12,Oral Roberts,64,,73,8,Denver
20,"Thu, Jan 25, 2018",,W,12,Western Illinois,58,,70,9,Denver
21,"Sat, Jan 27, 2018",,W,12,South Dakota,68,,84,10,Denver
22,"Sat, Feb 3, 2018",@,L,13,Fort Wayne,91,,63,10,Denver
23,"Thu, Feb 8, 2018",,L,14,South Dakota State,81,,77,10,Denver
24,"Sat, Feb 10, 2018",,W,14,North Dakota State,63,,66,11,Denver
25,"Wed, Feb 14, 2018",,W,14,Omaha,78,,94,12,Denver
26,"Sun, Feb 18, 2018",,W,14,Oral Roberts,65,,66,13,Denver
27,"Sat, Feb 24, 2018",@,W,14,Western Illinois,52,,89,14,Denver
28,"Sun, Mar 4, 2018",N,W,14,Oral Roberts,88,2OT,90,15,Denver
29,"Mon, Mar 5, 2018",N,L,15,South Dakota,76,,58,15,Denver
0,"Sat, Nov 11, 2017",,L,1,Notre Dame,72,,58,0,DePaul
1,"Mon, Nov 13, 2017",,W,1,Delaware State,57,,81,1,DePaul
2,"Fri, Nov 17, 2017",@,L,2,Illinois,82,,73,1,DePaul
3,"Thu, Nov 23, 2017",N,L,3,Michigan State,73,,51,1,DePaul
4,"Fri, Nov 24, 2017",N,L,4,Oregon,89,OT,79,1,DePaul
5,"Sun, Nov 26, 2017",N,W,4,Portland,69,,82,2,DePaul
6,"Sat, Dec 2, 2017",,W,4,Youngstown State,73,,89,3,DePaul
7,"Wed, Dec 6, 2017",,W,4,Central Connecticut State,57,,85,4,DePaul
8,"Sat, Dec 9, 2017",@,W,4,Illinois-Chicago,55,,65,5,DePaul
9,"Mon, Dec 11, 2017",,W,4,Alabama A&M,59,,83,6,DePaul
10,"Sat, Dec 16, 2017",,L,5,Northwestern,62,,60,6,DePaul
11,"Thu, Dec 21, 2017",,W,5,Miami,66,,83,7,DePaul
12,"Wed, Dec 27, 2017",,L,6,Villanova,103,,85,7,DePaul
13,"Sat, Dec 30, 2017",@,L,7,Xavier,77,,72,7,DePaul
14,"Tue, Jan 2, 2018",,L,8,Georgetown,90,,81,7,DePaul
15,"Sat, Jan 6, 2018",@,W,8,St. John's,74,,91,8,DePaul
16,"Fri, Jan 12, 2018",,L,9,Providence,71,,64,8,DePaul
17,"Mon, Jan 15, 2018",@,L,10,Marquette,70,,52,8,DePaul
18,"Sat, Jan 20, 2018",,L,11,Butler,79,,67,8,DePaul
19,"Wed, Jan 24, 2018",@,W,11,Georgetown,73,,74,9,DePaul
20,"Sun, Jan 28, 2018",,L,12,Seton Hall,86,,70,9,DePaul
21,"Sat, Feb 3, 2018",@,L,13,Butler,80,,57,9,DePaul
22,"Wed, Feb 7, 2018",,L,14,Creighton,76,,75,9,DePaul
23,"Sat, Feb 10, 2018",@,W,14,Providence,63,,80,10,DePaul
24,"Wed, Feb 14, 2018",,L,15,St. John's,77,,76,10,DePaul
25,"Sun, Feb 18, 2018",@,L,16,Seton Hall,82,,77,10,DePaul
26,"Wed, Feb 21, 2018",@,L,17,Villanova,93,,62,10,DePaul
27,"Sat, Feb 24, 2018",,W,17,Marquette,62,,70,11,DePaul
28,"Tue, Feb 27, 2018",@,L,18,Creighton,82,,57,11,DePaul
29,"Sat, Mar 3, 2018",,L,19,Xavier,65,,62,11,DePaul
30,"Wed, Mar 7, 2018",N,L,20,Marquette,72,,69,11,DePaul
0,"Fri, Nov 10, 2017",@,L,1,Virginia Tech,111,,79,0,Detroit Mercy
1,"Mon, Nov 13, 2017",,W,1,Michigan-Dearborn,82,,105,1,Detroit Mercy
2,"Sat, Nov 18, 2017",,L,2,Seattle,102,,71,1,Detroit Mercy
3,"Sun, Nov 19, 2017",N,W,2,Houston Baptist,109,OT,116,2,Detroit Mercy
4,"Wed, Nov 22, 2017",@,W,2,Saint Louis,70,,72,3,Detroit Mercy
5,"Sat, Nov 25, 2017",,W,2,Siena Heights,69,,131,4,Detroit Mercy
6,"Tue, Nov 28, 2017",@,L,3,Fort Wayne,91,,82,4,Detroit Mercy
7,"Sun, Dec 3, 2017",@,L,4,UCLA,106,,73,4,Detroit Mercy
8,"Wed, Dec 6, 2017",,L,5,Toledo,89,,86,4,Detroit Mercy
9,"Sat, Dec 9, 2017",,L,6,Western Michigan,87,,79,4,Detroit Mercy
10,"Sat, Dec 16, 2017",N,L,7,Michigan,90,,58,4,Detroit Mercy
11,"Tue, Dec 19, 2017",,L,8,East Tennessee State,81,,73,4,Detroit Mercy
12,"Fri, Dec 22, 2017",,L,9,Murray State,81,,72,4,Detroit Mercy
13,"Thu, Dec 28, 2017",@,L,10,Green Bay,95,,83,4,Detroit Mercy
14,"Sat, Dec 30, 2017",@,L,11,Milwaukee,87,,79,4,Detroit Mercy
15,"Fri, Jan 5, 2018",,L,12,Wright State,80,,73,4,Detroit Mercy
16,"Sun, Jan 7, 2018",,L,13,Northern Kentucky,56,,54,4,Detroit Mercy
17,"Wed, Jan 10, 2018",,W,13,Cleveland State,84,,85,5,Detroit Mercy
18,"Fri, Jan 12, 2018",,W,13,Youngstown State,91,,93,6,Detroit Mercy
19,"Tue, Jan 16, 2018",@,L,14,IUPUI,81,,66,6,Detroit Mercy
20,"Sat, Jan 20, 2018",,L,15,Oakland,92,,86,6,Detroit Mercy
21,"Fri, Jan 26, 2018",@,L,16,Wright State,87,,55,6,Detroit Mercy
22,"Sun, Jan 28, 2018",@,L,17,Northern Kentucky,72,,44,6,Detroit Mercy
23,"Fri, Feb 2, 2018",,W,17,IUPUI,60,,74,7,Detroit Mercy
24,"Sun, Feb 4, 2018",,L,18,Illinois-Chicago,78,,69,7,Detroit Mercy
25,"Fri, Feb 9, 2018",@,L,19,Oakland,87,,78,7,Detroit Mercy
26,"Wed, Feb 14, 2018",@,L,20,Cleveland State,75,,72,7,Detroit Mercy
27,"Fri, Feb 16, 2018",@,W,20,Youngstown State,84,,94,8,Detroit Mercy
28,"Mon, Feb 19, 2018",@,L,21,Illinois-Chicago,94,,87,8,Detroit Mercy
29,"Thu, Feb 22, 2018",,L,22,Milwaukee,72,,49,8,Detroit Mercy
30,"Sat, Feb 24, 2018",,L,23,Green Bay,107,,97,8,Detroit Mercy
31,"Fri, Mar 2, 2018",N,L,24,Green Bay,93,,81,8,Detroit Mercy
0,"Sat, Nov 11, 2017",,W,0,Coe,54,,101,1,Drake
1,"Fri, Nov 17, 2017",N,W,0,Wake Forest,74,,77,2,Drake
2,"Sat, Nov 18, 2017",N,L,1,Colorado,86,,81,2,Drake
3,"Sun, Nov 19, 2017",N,W,1,Drexel,88,2OT,90,3,Drake
4,"Sun, Nov 26, 2017",,W,1,Chicago State,67,,79,4,Drake
5,"Wed, Nov 29, 2017",@,L,2,Omaha,75,,73,4,Drake
6,"Sat, Dec 2, 2017",@,L,3,Wyoming,96,2OT,89,4,Drake
7,"Wed, Dec 6, 2017",@,L,4,South Dakota,93,,65,4,Drake
8,"Sat, Dec 9, 2017",,W,4,Omaha,74,,93,5,Drake
9,"Mon, Dec 11, 2017",@,L,5,Minnesota,68,,67,5,Drake
10,"Sat, Dec 16, 2017",N,L,6,Iowa,90,,64,5,Drake
11,"Tue, Dec 19, 2017",@,L,7,South Dakota State,87,,74,5,Drake
12,"Fri, Dec 22, 2017",,W,7,Maryland-Eastern Shore,57,,81,6,Drake
13,"Thu, Dec 28, 2017",,W,7,Bradley,64,,66,7,Drake
14,"Sun, Dec 31, 2017",@,W,7,Southern Illinois,67,,70,8,Drake
15,"Wed, Jan 3, 2018",,W,7,Illinois State,62,,87,9,Drake
16,"Sat, Jan 6, 2018",@,W,7,Indiana State,72,,75,10,Drake
17,"Wed, Jan 10, 2018",@,L,8,Valparaiso,77,,60,10,Drake
18,"Sat, Jan 13, 2018",,W,8,Evansville,65,,81,11,Drake
19,"Tue, Jan 16, 2018",@,L,9,Northern Iowa,68,,54,11,Drake
20,"Sat, Jan 20, 2018",,W,9,Missouri State,58,,61,12,Drake
21,"Wed, Jan 24, 2018",,L,10,Loyola,80,,57,12,Drake
22,"Sat, Jan 27, 2018",@,L,11,Evansville,77,,73,12,Drake
23,"Tue, Jan 30, 2018",,L,12,Southern Illinois,78,,67,12,Drake
24,"Sat, Feb 3, 2018",@,W,12,Bradley,68,,78,13,Drake
25,"Wed, Feb 7, 2018",@,L,13,Loyola,72,,57,13,Drake
26,"Sat, Feb 10, 2018",,W,13,Northern Iowa,64,,71,14,Drake
27,"Wed, Feb 14, 2018",,W,13,Indiana State,76,,90,15,Drake
28,"Sun, Feb 18, 2018",@,W,13,Missouri State,63,,67,16,Drake
29,"Wed, Feb 21, 2018",@,L,14,Illinois State,89,OT,81,16,Drake
30,"Sat, Feb 24, 2018",,L,15,Valparaiso,69,,64,16,Drake
31,"Fri, Mar 2, 2018",N,L,16,Bradley,63,,61,16,Drake
32,"Mon, Mar 12, 2018",,W,16,Abilene Christian,73,OT,80,17,Drake
33,"Sun, Mar 18, 2018",@,L,17,Northern Colorado,81,,72,17,Drake
0,"Fri, Nov 10, 2017",,L,1,Bowling Green State,78,,69,0,Drexel
1,"Mon, Nov 13, 2017",,W,1,Arcadia,81,,95,1,Drexel
2,"Fri, Nov 17, 2017",N,W,1,Houston,80,,84,2,Drexel
3,"Sat, Nov 18, 2017",N,L,2,Mercer,78,,59,2,Drexel
4,"Sun, Nov 19, 2017",N,L,3,Drake,90,2OT,88,2,Drexel
5,"Sat, Nov 25, 2017",@,L,4,NJIT,65,,53,2,Drexel
6,"Wed, Nov 29, 2017",,W,4,Lafayette,67,,68,3,Drexel
7,"Sat, Dec 2, 2017",,W,4,Rider,77,,89,4,Drexel
8,"Thu, Dec 7, 2017",@,W,4,La Salle,70,,72,5,Drexel
9,"Sun, Dec 10, 2017",N,L,5,Robert Morris,74,,60,5,Drexel
10,"Sat, Dec 16, 2017",@,L,6,Temple,63,,60,5,Drexel
11,"Mon, Dec 18, 2017",,W,6,Quinnipiac,71,,72,6,Drexel
12,"Thu, Dec 21, 2017",@,L,7,Loyola,66,,62,6,Drexel
13,"Sat, Dec 30, 2017",@,L,8,Elon,90,,75,6,Drexel
14,"Tue, Jan 2, 2018",@,L,9,North Carolina-Wilmington,107,,87,6,Drexel
15,"Fri, Jan 5, 2018",,W,9,College of Charleston,82,OT,87,7,Drexel
16,"Sun, Jan 7, 2018",,L,10,William & Mary,85,,63,7,Drexel
17,"Thu, Jan 11, 2018",@,L,11,Delaware,72,,66,7,Drexel
18,"Sat, Jan 13, 2018",,L,12,Hofstra,91,,86,7,Drexel
19,"Thu, Jan 18, 2018",@,L,13,Towson,90,,68,7,Drexel
20,"Sat, Jan 20, 2018",@,L,14,James Madison,75,,73,7,Drexel
21,"Thu, Jan 25, 2018",,W,14,Elon,79,,83,8,Drexel
22,"Sat, Jan 27, 2018",,W,14,Northeastern,67,,68,9,Drexel
23,"Thu, Feb 1, 2018",,W,14,James Madison,74,,76,10,Drexel
24,"Sat, Feb 3, 2018",@,W,14,William & Mary,79,,91,11,Drexel
25,"Thu, Feb 8, 2018",,L,15,Towson,94,OT,92,11,Drexel
26,"Sat, Feb 10, 2018",@,L,16,College of Charleston,89,,67,11,Drexel
27,"Thu, Feb 15, 2018",@,L,17,Northeastern,75,,69,11,Drexel
28,"Sat, Feb 17, 2018",@,L,18,Hofstra,88,,76,11,Drexel
29,"Thu, Feb 22, 2018",,W,18,Delaware,83,,85,12,Drexel
30,"Sat, Feb 24, 2018",,L,19,North Carolina-Wilmington,83,,82,12,Drexel
31,"Sat, Mar 3, 2018",N,W,19,James Madison,62,,70,13,Drexel
32,"Sun, Mar 4, 2018",N,L,20,College of Charleston,66,,59,13,Drexel
0,"Fri, Nov 10, 2017",,W,0,Elon,68,,97,1,Duke NCAA
1,"Sat, Nov 11, 2017",,W,0,Utah Valley,69,,99,2,Duke NCAA
2,"Tue, Nov 14, 2017",N,W,0,Michigan State,81,,88,3,Duke NCAA
3,"Fri, Nov 17, 2017",,W,0,Southern,61,,78,4,Duke NCAA
4,"Mon, Nov 20, 2017",,W,0,Furman,63,,92,5,Duke NCAA
5,"Thu, Nov 23, 2017",N,W,0,Portland State,81,,99,6,Duke NCAA
6,"Fri, Nov 24, 2017",N,W,0,Texas,78,OT,85,7,Duke NCAA
7,"Sun, Nov 26, 2017",N,W,0,Florida,84,,87,8,Duke NCAA
8,"Wed, Nov 29, 2017",@,W,0,Indiana,81,,91,9,Duke NCAA
9,"Sat, Dec 2, 2017",,W,0,South Dakota,80,,96,10,Duke NCAA
10,"Tue, Dec 5, 2017",,W,0,Saint Francis,67,,124,11,Duke NCAA
11,"Sat, Dec 9, 2017",@,L,1,Boston College,89,,84,11,Duke NCAA
12,"Wed, Dec 20, 2017",,W,1,Evansville,40,,104,12,Duke NCAA
13,"Sat, Dec 30, 2017",,W,1,Florida State,93,,100,13,Duke NCAA
14,"Sat, Jan 6, 2018",@,L,2,North Carolina State,96,,85,13,Duke NCAA
15,"Wed, Jan 10, 2018",@,W,2,Pittsburgh,52,,87,14,Duke NCAA
16,"Sat, Jan 13, 2018",,W,2,Wake Forest,71,,89,15,Duke NCAA
17,"Mon, Jan 15, 2018",@,W,2,Miami,75,,83,16,Duke NCAA
18,"Sat, Jan 20, 2018",,W,2,Pittsburgh,54,,81,17,Duke NCAA
19,"Tue, Jan 23, 2018",@,W,2,Wake Forest,70,,84,18,Duke NCAA
20,"Sat, Jan 27, 2018",,L,3,Virginia,65,,63,18,Duke NCAA
21,"Mon, Jan 29, 2018",,W,3,Notre Dame,66,,88,19,Duke NCAA
22,"Sat, Feb 3, 2018",@,L,4,St. John's,81,,77,19,Duke NCAA
23,"Thu, Feb 8, 2018",@,L,5,North Carolina,82,,78,19,Duke NCAA
24,"Sun, Feb 11, 2018",@,W,5,Georgia Tech,69,,80,20,Duke NCAA
25,"Wed, Feb 14, 2018",,W,5,Virginia Tech,52,,74,21,Duke NCAA
26,"Sun, Feb 18, 2018",@,W,5,Clemson,57,,66,22,Duke NCAA
27,"Wed, Feb 21, 2018",,W,5,Louisville,56,,82,23,Duke NCAA
28,"Sat, Feb 24, 2018",,W,5,Syracuse,44,,60,24,Duke NCAA
29,"Mon, Feb 26, 2018",@,L,6,Virginia Tech,64,,63,24,Duke NCAA
30,"Sat, Mar 3, 2018",,W,6,North Carolina,64,,74,25,Duke NCAA
31,"Thu, Mar 8, 2018",N,W,6,Notre Dame,70,,88,26,Duke NCAA
32,"Fri, Mar 9, 2018",N,L,7,North Carolina,74,,69,26,Duke NCAA
33,"Thu, Mar 15, 2018",N,W,7,Iona,67,,89,27,Duke NCAA
34,"Sat, Mar 17, 2018",N,W,7,Rhode Island,62,,87,28,Duke NCAA
35,"Fri, Mar 23, 2018",N,W,7,Syracuse,65,,69,29,Duke NCAA
36,"Sun, Mar 25, 2018",N,L,8,Kansas,85,OT,81,29,Duke NCAA
0,"Sat, Nov 11, 2017",,W,0,St. Francis,70,,80,1,Duquesne
1,"Tue, Nov 14, 2017",,W,0,Virginia Military Institute,61,,77,2,Duquesne
2,"Sun, Nov 19, 2017",,L,1,Robert Morris,66,,59,2,Duquesne
3,"Mon, Nov 27, 2017",,L,2,Cornell,78,,71,2,Duquesne
4,"Fri, Dec 1, 2017",N,L,3,Pittsburgh,76,,64,2,Duquesne
5,"Mon, Dec 4, 2017",,W,3,Maryland-Eastern Shore,61,,86,3,Duquesne
6,"Wed, Dec 6, 2017",,W,3,Stetson,59,,73,4,Duquesne
7,"Sat, Dec 9, 2017",,W,3,Delaware State,48,,97,5,Duquesne
8,"Wed, Dec 13, 2017",,W,3,Mississippi Valley State,49,,73,6,Duquesne
9,"Sun, Dec 17, 2017",,W,3,North Carolina A&T,58,,74,7,Duquesne
10,"Tue, Dec 19, 2017",,W,3,Lamar,64,,65,8,Duquesne
11,"Fri, Dec 22, 2017",N,W,3,San Francisco,65,,67,9,Duquesne
12,"Sat, Dec 23, 2017",N,L,4,Southern Illinois,74,,64,9,Duquesne
13,"Sat, Dec 30, 2017",,W,4,Dayton,62,,70,10,Duquesne
14,"Wed, Jan 3, 2018",,W,4,George Washington,52,,69,11,Duquesne
15,"Sat, Jan 6, 2018",@,W,4,Fordham,41,,64,12,Duquesne
16,"Tue, Jan 9, 2018",@,L,5,Virginia Commonwealth,78,,67,12,Duquesne
17,"Sat, Jan 13, 2018",,W,5,La Salle,94,3OT,101,13,Duquesne
18,"Wed, Jan 17, 2018",@,L,6,Saint Louis,76,,63,13,Duquesne
19,"Sat, Jan 20, 2018",,W,6,George Mason,89,2OT,95,14,Duquesne
20,"Wed, Jan 24, 2018",,L,7,Richmond,77,OT,73,14,Duquesne
21,"Sat, Jan 27, 2018",@,L,8,Rhode Island,61,,58,14,Duquesne
22,"Wed, Jan 31, 2018",@,W,8,George Washington,73,,75,15,Duquesne
23,"Sat, Feb 3, 2018",,L,9,St. Bonaventure,84,,81,15,Duquesne
24,"Wed, Feb 7, 2018",@,L,10,Dayton,88,,73,15,Duquesne
25,"Sat, Feb 10, 2018",,L,11,Fordham,80,,57,15,Duquesne
26,"Sat, Feb 17, 2018",@,L,12,Saint Joseph's,82,,75,15,Duquesne
27,"Wed, Feb 21, 2018",@,L,13,St. Bonaventure,73,,67,15,Duquesne
28,"Sat, Feb 24, 2018",,L,14,Davidson,71,,60,15,Duquesne
29,"Wed, Feb 28, 2018",,W,14,Saint Louis,69,,76,16,Duquesne
30,"Sat, Mar 3, 2018",@,L,15,Massachusetts,85,,75,16,Duquesne
31,"Thu, Mar 8, 2018",N,L,16,Richmond,81,,68,16,Duquesne
0,"Sun, Nov 12, 2017",,W,0,Coppin State,50,,76,1,East Carolina
1,"Wed, Nov 15, 2017",,L,1,Radford,73,,66,1,East Carolina
2,"Fri, Nov 17, 2017",,L,2,Central Connecticut State,79,,68,1,East Carolina
3,"Mon, Nov 20, 2017",,W,2,Cleveland State,69,,72,2,East Carolina
4,"Fri, Nov 24, 2017",@,L,3,Rutgers,61,,47,2,East Carolina
5,"Sun, Nov 26, 2017",,L,4,North Carolina A&T,87,,81,2,East Carolina
6,"Thu, Nov 30, 2017",,W,4,North Carolina-Wilmington,88,OT,93,3,East Carolina
7,"Sat, Dec 2, 2017",,W,4,Delaware State,57,,63,4,East Carolina
8,"Mon, Dec 4, 2017",,W,4,Campbell,66,,69,5,East Carolina
9,"Mon, Dec 18, 2017",,L,5,Charlotte,69,,50,5,East Carolina
10,"Thu, Dec 21, 2017",,W,5,Grambling,68,,76,6,East Carolina
11,"Thu, Dec 28, 2017",@,L,6,Tulsa,79,,53,6,East Carolina
12,"Sun, Dec 31, 2017",,L,7,Central Florida,59,,39,6,East Carolina
13,"Wed, Jan 3, 2018",@,W,7,South Florida,65,,67,7,East Carolina
14,"Sat, Jan 6, 2018",@,L,8,Connecticut,70,,65,7,East Carolina
15,"Thu, Jan 11, 2018",,L,9,Wichita State,95,,60,7,East Carolina
16,"Sun, Jan 14, 2018",,L,10,Houston,65,,49,7,East Carolina
17,"Wed, Jan 17, 2018",,W,10,South Florida,52,,90,8,East Carolina
18,"Sat, Jan 20, 2018",@,L,11,Cincinnati,86,,60,8,East Carolina
19,"Sun, Jan 28, 2018",@,L,12,Southern Methodist,86,,61,8,East Carolina
20,"Wed, Jan 31, 2018",,L,13,Tulane,71,OT,69,8,East Carolina
21,"Sat, Feb 3, 2018",,W,13,Memphis,85,OT,88,9,East Carolina
22,"Wed, Feb 7, 2018",@,L,14,Temple,90,,73,9,East Carolina
23,"Wed, Feb 14, 2018",@,W,14,Tulane,80,,82,10,East Carolina
24,"Sun, Feb 18, 2018",,L,15,Connecticut,84,,80,10,East Carolina
25,"Wed, Feb 21, 2018",,L,16,Southern Methodist,77,,58,10,East Carolina
26,"Sun, Feb 25, 2018",@,L,17,Houston,109,,58,10,East Carolina
27,"Thu, Mar 1, 2018",,L,18,Tulsa,72,,58,10,East Carolina
28,"Sun, Mar 4, 2018",@,L,19,Memphis,90,,70,10,East Carolina
29,"Thu, Mar 8, 2018",N,L,20,Central Florida,66,,52,10,East Carolina
0,"Fri, Nov 10, 2017",@,L,1,Northern Kentucky,81,,63,0,East Tennessee State
1,"Mon, Nov 13, 2017",@,W,1,Savannah State,61,,76,1,East Tennessee State
2,"Fri, Nov 17, 2017",@,L,2,Kentucky,78,,61,1,East Tennessee State
3,"Mon, Nov 20, 2017",,W,2,Delaware State,57,,81,2,East Tennessee State
4,"Wed, Nov 22, 2017",,L,3,Troy,73,,65,2,East Tennessee State
5,"Sat, Nov 25, 2017",,W,3,Fort Wayne,73,,83,3,East Tennessee State
6,"Wed, Nov 29, 2017",@,W,3,Fordham,77,,82,4,East Tennessee State
7,"Wed, Dec 6, 2017",,W,3,Northern Kentucky,71,,84,5,East Tennessee State
8,"Sun, Dec 10, 2017",,W,3,Hiwassee,48,,94,6,East Tennessee State
9,"Sat, Dec 16, 2017",@,L,4,Xavier,68,,66,6,East Tennessee State
10,"Tue, Dec 19, 2017",@,W,4,Detroit Mercy,73,,81,7,East Tennessee State
11,"Fri, Dec 22, 2017",,W,4,Georgia Southern,59,,79,8,East Tennessee State
12,"Thu, Dec 28, 2017",,W,4,Tusculum,65,,84,9,East Tennessee State
